design_name,width_mm,height_mm,price_gbp,helions_sku,supplier_sku,supplier_price,photo_url,supplier_email
Hertfordshire,1200,1600,333.2,HF001PG,RMG001PG,238,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1200,1800,344.96,HF001PG,RMG001PG,246.4,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1200,2000,356.72,HF001PG,RMG001PG,254.8,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1300,1800,358.29,HF001PG,RMG001PG,255.92,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1300,2000,370.83,HF001PG,RMG001PG,264.88,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1400,1800,368.48,HF001PG,RMG001PG,263.2,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1400,2000,381.02,HF001PG,RMG001PG,272.16,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1500,1800,378.67,HF001PG,RMG001PG,270.48,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire,1500,2000,391.22,HF001PG,RMG001PG,279.44,https://helionsforge.com/wp-content/uploads/2025/01/hertfordshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,800,1800,302.62,HF002PG,RMG002PG,216.16,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,850,1800,308.11,HF002PG,RMG002PG,220.08,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,900,1600,309.68,HF002PG,RMG002PG,221.2,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,900,1800,313.6,HF002PG,RMG002PG,224,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,950,1800,326.93,HF002PG,RMG002PG,233.52,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,900,2000,333.2,HF002PG,RMG002PG,238,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1000,1600,317.52,HF002PG,RMG002PG,226.8,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1000,1800,324.58,HF002PG,RMG002PG,231.84,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1000,2000,337.12,HF002PG,RMG002PG,240.8,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1200,1600,333.2,HF002PG,RMG002PG,238,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1200,1800,344.96,HF002PG,RMG002PG,246.4,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Surrey,1200,2000,356.72,HF002PG,RMG002PG,254.8,https://helionsforge.com/wp-content/uploads/2025/01/surrey-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,900,1600,317.52,HF003PG,RMG003PG,226.8,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,900,1800,333.2,HF003PG,RMG003PG,238,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,900,2000,352.8,HF003PG,RMG003PG,252,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1000,1600,329.28,HF003PG,RMG003PG,235.2,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1000,1800,341.04,HF003PG,RMG003PG,243.6,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1000,2000,372.4,HF003PG,RMG003PG,266,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1200,1600,341.04,HF003PG,RMG003PG,243.6,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1200,1800,356.72,HF003PG,RMG003PG,254.8,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Cambridgeshire,1200,2000,384.16,HF003PG,RMG003PG,274.4,https://helionsforge.com/wp-content/uploads/2025/01/Cambridgeshire-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,1000,254.8,HF014PG,RMG014PG,182.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,1200,274.4,HF014PG,RMG014PG,196.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,1400,294,HF014PG,RMG014PG,210.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,1600,309.68,HF014PG,RMG014PG,221.20,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,1800,313.6,HF014PG,RMG014PG,224.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,900,2000,333.2,HF014PG,RMG014PG,238.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,1000,258.72,HF014PG,RMG014PG,184.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,1200,278.32,HF014PG,RMG014PG,198.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,1400,297.92,HF014PG,RMG014PG,212.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,1600,317.52,HF014PG,RMG014PG,226.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,1800,324.58,HF014PG,RMG014PG,231.84,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1000,2000,337.12,HF014PG,RMG014PG,240.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,1000,266.56,HF014PG,RMG014PG,190.40,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,1200,286.16,HF014PG,RMG014PG,204.40,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,1400,305.76,HF014PG,RMG014PG,218.40,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,1600,325.36,HF014PG,RMG014PG,232.40,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,1800,333.98,HF014PG,RMG014PG,238.56,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1100,2000,348.88,HF014PG,RMG014PG,249.20,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,1000,274.4,HF014PG,RMG014PG,196.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,1200,294,HF014PG,RMG014PG,210.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,1400,313.6,HF014PG,RMG014PG,224.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,1600,333.2,HF014PG,RMG014PG,238.00,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,1800,344.96,HF014PG,RMG014PG,246.40,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Bedfordshire,1200,2000,356.72,HF014PG,RMG014PG,254.80,https://helionsforge.com/wp-content/uploads/2025/01/Suffolk-aluminium-pedestrian-gate.jpeg,orders@readymadegates.co.uk
Hertfordshire Composite,800,1800,318.3,HF001PGC,RMG001PGC,227.36,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,850,1800,323.79,HF001PGC,RMG001PGC,231.28,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,900,1800,329.28,HF001PGC,RMG001PGC,235.2,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,950,1800,334.77,HF001PGC,RMG001PGC,239.12,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,1000,1800,341.04,HF001PGC,RMG001PGC,243.6,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,1050,1800,346.53,HF001PGC,RMG001PGC,247.52,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,1100,1800,352.02,HF001PGC,RMG001PGC,251.44,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,1150,1800,357.5,HF001PGC,RMG001PGC,255.36,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Hertfordshire Composite,1200,1800,362.99,HF001PGC,RMG001PGC,259.28,https://helionsforge.com/wp-content/uploads/2025/05/GARDENGATES1-1.webp,orders@readymadegates.co.uk
Surrey Composite,800,1800,318.3,HF002PGC,RMG002PGC,227.36,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,850,1800,323.79,HF002PGC,RMG002PGC,231.28,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,900,1800,329.28,HF002PGC,RMG002PGC,235.2,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,950,1800,334.77,HF002PGC,RMG002PGC,239.12,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,1000,1800,341.04,HF002PGC,RMG002PGC,243.6,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,1050,1800,346.53,HF002PGC,RMG002PGC,247.52,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,1100,1800,352.02,HF002PGC,RMG002PGC,251.44,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,1150,1800,357.5,HF002PGC,RMG002PGC,255.36,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
Surrey Composite,1200,1800,362.99,HF002PGC,RMG002PGC,259.28,https://helionsforge.com/wp-content/uploads/2026/03/Gemini_Generated_Image_sprirqsprirqspri.jpg,orders@readymadegates.co.uk
